RowNumber,CustomerId,CustomerId_ref_number,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4435,CUS15568429,15568429,Mitchell,633,Spain,Female,46,3,0,2,1,0,120250.58,0
4436,CUS15648967,15648967,Ch'en,698,Germany,Female,64,1,169362.43,1,1,0,84760.32,1
4437,CUS15664498,15664498,Golovanov,508,France,Male,26,7,205962,1,1,0,156424.4,0
4438,CUS15779522,15779522,Efimov,736,France,Female,24,0,0,2,1,0,109355.73,1
4439,CUS15583850,15583850,Davidson,672,Germany,Male,68,0,126061.51,2,1,1,184936.77,0
4440,CUS15696539,15696539,Wade,613,France,Female,21,7,105627.95,1,1,1,36560.51,0
4441,CUS15760121,15760121,Maynard,712,France,Male,32,9,100606.02,1,1,0,165693.06,0
4442,CUS15628279,15628279,Murphy,624,France,Female,38,3,0,2,1,1,163666.85,0
4443,CUS15766163,15766163,Zotova,676,France,Male,38,1,0,2,0,1,35644.79,0
4444,CUS15566467,15566467,Hannah,683,Germany,Female,32,0,138171.1,2,1,1,188203.58,0
4445,CUS15639049,15639049,Cartagena,489,France,Female,31,7,139395.08,1,0,1,6120.84,0
4446,CUS15736413,15736413,Hall,739,France,Male,29,1,0,2,1,1,164484.78,0
4447,CUS15634815,15634815,Hunt,701,France,Female,37,3,0,2,1,1,164268.28,0
4448,CUS15716381,15716381,Greece,666,Germany,Female,50,7,109062.28,1,1,1,140136.1,1
4449,CUS15708162,15708162,Thomson,565,Germany,Female,40,1,89994.71,2,0,1,121084.27,0
4450,CUS15569364,15569364,Victor,666,France,Male,36,3,0,2,1,0,35156.54,0
4451,CUS15791191,15791191,Mitchell,633,France,Male,59,2,103996.74,1,1,1,103159.11,0
4452,CUS15621205,15621205,Olisaemeka,578,France,Male,34,4,175111.11,1,1,1,74858.3,0
4453,CUS15704788,15704788,Krawczyk,812,Spain,Female,49,8,66079.45,2,0,0,91556.57,1
4454,CUS15775756,15775756,Alexandrova,809,Germany,Male,33,8,148055.74,1,0,0,199203.21,0
4455,CUS15641312,15641312,Paterson,615,France,Male,36,6,0,1,1,1,27011.8,1
4456,CUS15782531,15782531,Chou,684,Spain,Female,31,8,0,2,1,0,188637.05,0
4457,CUS15724428,15724428,Abel,544,France,Male,40,8,0,2,1,0,61581.2,0
4458,CUS15743617,15743617,Chesnokova,713,Germany,Male,47,1,95994.98,1,1,0,197529.23,0
4459,CUS15585839,15585839,Niu,633,France,Male,37,2,0,2,1,0,182258.17,0
4460,CUS15658158,15658158,Sullivan,672,Germany,Female,23,10,110741.56,1,1,0,80778.5,0
4461,CUS15637678,15637678,Ma,661,France,Male,35,5,0,1,1,0,155394.52,0
4462,CUS15701809,15701809,Cavill,749,Spain,Female,28,3,0,1,1,0,3408.7,0
4463,CUS15676937,15676937,Nicholls,635,Spain,Female,32,8,0,2,1,1,19367.98,1
4464,CUS15778975,15778975,Nnonso,850,Germany,Female,70,1,96947.58,3,1,0,62282.99,1
4465,CUS15710375,15710375,Gibson,641,France,Male,41,6,0,2,1,0,65396.79,0
4466,CUS15579914,15579914,Garcia,633,Germany,Male,30,2,109786.82,2,1,1,139712.81,0
4467,CUS15595160,15595160,Renwick,413,Spain,Male,35,2,0,2,1,1,60972.84,0
4468,CUS15595391,15595391,Norris,538,France,Male,31,1,0,2,1,0,1375.46,0
4469,CUS15630363,15630363,Nkemakonam,437,France,Female,39,0,102721.49,1,0,0,22191.82,0
4470,CUS15692443,15692443,Piccio,612,Spain,Male,33,5,69478.57,1,1,0,8973.67,1
4471,CUS15593795,15593795,Linton,516,Germany,Female,53,1,156674.2,1,1,0,118502.34,1
4472,CUS15642824,15642824,Onyekaozulu,826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1
4473,CUS15683524,15683524,Tobenna,660,Germany,Female,23,6,166070.48,2,0,0,90494.72,0
4474,CUS15713532,15713532,Wang,646,Germany,Female,29,4,105957.44,1,1,0,15470.91,0
4475,CUS15719827,15719827,O'Donnell,767,France,Male,36,3,0,1,0,0,65147.27,0
4476,CUS15578435,15578435,Langlands,640,France,Male,40,8,110340.68,1,1,1,157886.6,0
4477,CUS15723028,15723028,Smith,778,France,Male,33,1,0,2,1,0,85439.73,0
4478,CUS15595609,15595609,Sykes,679,Germany,Male,52,9,135870.01,2,0,0,54038.62,0
4479,CUS15622443,15622443,Marshall,549,France,Male,31,4,0,2,0,1,25684.85,0
4480,CUS15579112,15579112,Gibson,598,France,Male,47,2,0,2,1,1,186116.54,0
4481,CUS15648479,15648479,Stephenson,655,France,Female,45,0,0,2,1,0,166830.71,0
4482,CUS15659234,15659234,Y?,494,France,Male,30,3,85704.95,1,0,1,27886.06,0
4483,CUS15811970,15811970,Kang,653,France,Female,42,1,0,2,1,1,5768.32,0
4484,CUS15774192,15774192,Miller,539,Germany,Female,38,8,105435.74,1,0,0,80575.44,1
4485,CUS15595136,15595136,Kryukov,645,France,Female,37,1,0,2,1,1,68987.55,0
4486,CUS15630580,15630580,Y?,751,Germany,Male,34,9,108513.25,2,1,1,27097.82,0
4487,CUS15660646,15660646,Fanucci,528,France,Male,35,3,156687.1,1,1,0,199320.77,0
4488,CUS15614365,15614365,Lombardi,696,Germany,Male,31,3,150604.52,1,0,0,5566.6,0
4489,CUS15776128,15776128,Hs?,716,France,Female,44,6,155114.9,1,0,0,133871.83,0
4490,CUS15787035,15787035,Anderson,602,France,Female,35,8,0,2,1,1,152843.53,0
4491,CUS15792646,15792646,Trentino,647,Spain,Female,64,1,91216,1,1,1,41800.18,0
4492,CUS15726832,15726832,Donnelly,850,Germany,Male,61,3,141784.02,1,1,1,92053.75,0
4493,CUS15773260,15773260,Tsou,590,France,Female,32,0,127763.24,1,1,0,100717.54,0
4494,CUS15624437,15624437,Johnson,825,Spain,Female,32,1,0,2,1,1,42935.15,0
4495,CUS15717138,15717138,Watson,850,Spain,Male,31,6,82613.56,2,1,0,149170.92,0
4496,CUS15657317,15657317,Allan,789,France,Female,32,7,69423.52,1,1,0,107499.39,0
4497,CUS15626948,15626948,Butcher,701,France,Female,42,6,86167.82,1,1,0,153342.38,0
4498,CUS15758901,15758901,Henderson,713,Spain,Female,47,1,0,1,1,0,107825.08,1
4499,CUS15777759,15777759,Boucaut,570,France,Male,30,2,131406.56,1,1,1,47952.45,0
4500,CUS15773322,15773322,Obiajulu,536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0
4501,CUS15697318,15697318,Ifeatu,771,Germany,Male,32,9,77487.2,1,0,0,33143.04,0
4502,CUS15678916,15678916,Kelly,512,France,Female,75,2,0,1,1,0,123304.62,0
4503,CUS15632118,15632118,Pirozzi,698,Spain,Male,45,5,164450.94,1,1,0,141970.02,1
4504,CUS15788118,15788118,Siciliano,656,France,Male,33,7,138705.02,2,1,0,37136.15,0
4505,CUS15788930,15788930,Silva,761,Spain,Male,37,7,132730.17,1,1,0,199293.01,0
4506,CUS15628583,15628583,Iweobiegbunam,709,France,Female,30,5,0,2,0,1,161388.22,0
4507,CUS15635177,15635177,Williamson,597,Spain,Female,66,3,0,1,1,1,70532.53,0
4508,CUS15587690,15587690,Madueke,592,France,Male,28,2,116498.22,1,1,0,144290.25,0
4509,CUS15627630,15627630,Chiagoziem,599,France,Female,41,1,0,2,1,0,96069.82,0
4510,CUS15610930,15610930,Kwemto,572,Germany,Female,35,1,139979.07,1,1,0,185662.84,0
4511,CUS15657747,15657747,Zito,611,Germany,Female,43,9,127216.31,2,0,1,17913.25,0
4512,CUS15568006,15568006,Ukaegbunam,634,France,Female,45,2,0,4,1,0,101039.53,1
4513,CUS15751748,15751748,Trevisani,666,France,Male,51,2,148222.65,1,0,0,156953.54,1
4514,CUS15722212,15722212,Edmondstone,696,France,Female,41,8,0,2,0,0,28276.83,0
4515,CUS15658670,15658670,Chien,669,France,Female,38,8,0,2,1,0,84049.16,0
4516,CUS15761654,15761654,Boni,726,Spain,Male,30,8,134152.29,1,1,1,147822.44,0
4517,CUS15812210,15812210,Yashina,497,Germany,Female,32,8,111537.23,4,1,1,9497.99,1
4518,CUS15787051,15787051,Georg,750,Spain,Female,39,7,119565.92,1,1,0,87067.73,0
4519,CUS15642991,15642991,Tung,850,Spain,Female,29,7,0,2,1,0,23237.25,0
4520,CUS15713769,15713769,Michelides,617,Spain,Male,38,7,0,1,1,1,27239.28,0
4521,CUS15605826,15605826,Korovina,652,Germany,Male,46,10,121063.8,3,1,0,151481.86,1
4522,CUS15648898,15648898,Chuang,560,Spain,Female,27,7,124995.98,1,1,1,114669.79,0
4523,CUS15705309,15705309,Yuriev,629,Spain,Male,39,5,0,2,0,0,116748.14,0
4524,CUS15734202,15734202,Chidimma,660,Germany,Female,52,4,86891.84,1,1,0,90877.76,0
4525,CUS15658852,15658852,Stevens,676,France,Male,38,8,0,2,1,1,133692.88,0
4526,CUS15612633,15612633,Kao,581,Spain,Male,43,9,78022.61,1,0,1,30662.91,0
4527,CUS15604818,15604818,Edmund la Touche,798,France,Male,34,9,154495.79,1,1,0,191395.88,0
4528,CUS15593900,15593900,Belousov,705,France,Male,38,1,189443.72,1,0,1,106648.58,0
4529,CUS15624995,15624995,McCane,714,Spain,Female,31,6,152926.6,1,1,1,50899.91,0
4530,CUS15570087,15570087,Parry-Okeden,664,France,Female,44,8,142989.69,1,1,1,115452.51,1
4531,CUS15802617,15802617,Hudson,697,Germany,Male,43,7,115371.94,2,1,0,64139.1,0
4532,CUS15656029,15656029,Marsden,609,France,Male,37,6,0,2,0,1,22030.72,0
4533,CUS15739194,15739194,Manfrin,548,Spain,Male,38,0,178056.54,2,1,0,38434.73,0
4534,CUS15607275,15607275,Ch'ang,850,Spain,Male,39,6,206014.94,2,0,1,42774.84,1
4535,CUS15629475,15629475,Clark,656,France,Male,41,2,0,2,1,0,158973.77,0
4536,CUS15635034,15635034,Aldrich,727,Germany,Male,37,9,101191.83,1,1,1,34551.35,1
4537,CUS15756333,15756333,Khan,642,France,Female,55,7,0,2,1,1,101515.76,0
4538,CUS15777436,15777436,Murray,710,Spain,Female,31,5,0,2,1,0,9561.73,0
4539,CUS15676835,15676835,Anayolisa,710,Spain,Male,33,1,0,2,1,0,168313.17,0
4540,CUS15574206,15574206,Shillito,718,France,Female,37,7,0,2,1,1,55100.09,0
4541,CUS15613017,15613017,McMillan,586,Germany,Male,32,1,149814.54,1,1,0,31830.06,0
4542,CUS15815131,15815131,Howells,617,Spain,Female,36,7,115617.24,1,1,1,71519.4,0
4543,CUS15585455,15585455,Stewart,630,France,Male,28,9,0,2,0,0,32599.35,0
4544,CUS15692929,15692929,Ikechukwu,791,Germany,Female,42,10,113657.41,2,0,1,139946.68,1
4545,CUS15758081,15758081,Repina,673,Spain,Male,39,8,138160,1,1,1,110468.51,0
4546,CUS15667476,15667476,Cox,477,Germany,Female,36,3,117700.86,1,0,0,74042,0
4547,CUS15738248,15738248,Lo,662,France,Female,37,5,0,2,1,0,151871.84,0
4548,CUS15672152,15672152,Grant,850,Germany,Male,37,9,122506.38,1,0,1,199693.84,1
4549,CUS15673372,15673372,Stevenson,635,France,Female,58,1,0,1,1,1,58907.08,1
4550,CUS15587611,15587611,Kauffmann,537,France,Male,59,9,0,2,0,0,103799.77,1
4551,CUS15803415,15803415,Samsonova,579,France,Female,39,3,166501.17,2,1,0,93835.64,0
4552,CUS15715673,15715673,Niu,651,Spain,Female,46,4,89743.05,1,1,0,156425.57,1
4553,CUS15655648,15655648,Bock,610,France,Female,25,2,0,2,1,0,123723.83,0
4554,CUS15763613,15763613,Barlow,581,France,Male,30,1,0,2,1,0,199464.08,0
4555,CUS15660385,15660385,Stevenson,592,France,Male,39,7,0,2,1,0,83084.33,0
4556,CUS15733261,15733261,Kung,688,Spain,Female,35,6,0,1,1,0,25488.43,1
4557,CUS15796231,15796231,Nwankwo,681,France,Female,18,1,98894.39,1,1,1,9596.4,0
4558,CUS15624866,15624866,Brewer,658,Germany,Male,37,3,168735.74,2,0,0,70370.24,0
4559,CUS15623730,15623730,Ch'iu,792,France,Male,34,1,0,1,0,1,86330.32,0
4560,CUS15668248,15668248,Quinn,528,Germany,Female,62,7,133201.17,1,0,0,168507.68,1
4561,CUS15694518,15694518,Kodilinyechukwu,624,Spain,Female,36,0,0,2,1,0,111605.9,0
4562,CUS15638028,15638028,Ifeanyichukwu,562,Germany,Male,31,4,127237.25,2,0,1,143317.42,0
4563,CUS15795895,15795895,Yermakova,678,Germany,Male,36,1,117864.85,2,1,0,27619.06,0
4564,CUS15694376,15694376,Sullivan,705,Germany,Female,64,3,153469.26,3,0,0,146573.66,1
4565,CUS15669204,15669204,Grant,650,Germany,Male,23,4,93911.3,2,1,0,69055.45,0
4566,CUS15773779,15773779,Jacka,593,Spain,Female,46,2,76597.79,1,1,1,54453.72,0
4567,CUS15580682,15580682,Tsai,652,France,Female,40,4,79927.36,2,1,1,33524.6,0
4568,CUS15768530,15768530,Emery,554,Spain,Female,27,4,0,2,1,1,135083.73,0
4569,CUS15672875,15672875,Piccio,584,Germany,Male,32,8,40172.91,1,1,1,137439.34,0
4570,CUS15617082,15617082,Sanders,516,France,Male,33,7,115195.58,1,1,1,11205.5,0
4571,CUS15760514,15760514,Sharp,789,Germany,Female,43,9,116644.29,2,1,1,60176.1,0
4572,CUS15761775,15761775,Myers,598,Germany,Male,20,8,180293.84,2,1,1,29552.7,0
4573,CUS15799964,15799964,Campbell,669,Germany,Female,30,7,139872.81,1,1,0,188795.85,0
4574,CUS15693906,15693906,Abbott,645,France,Female,24,3,34547.82,1,1,1,11638.17,0
4575,CUS15739514,15739514,Preston,659,France,Female,32,9,0,2,1,1,93155.75,0
4576,CUS15756926,15756926,Atherton,833,Germany,Male,29,1,96462.25,2,0,1,48986.18,0
4577,CUS15770984,15770984,Fanucci,697,Spain,Female,40,7,130334.35,2,0,1,116951.1,0
4578,CUS15703979,15703979,Evans,580,Germany,Male,39,3,119688.81,1,1,0,137041.26,0
4579,CUS15801821,15801821,Cookson,691,France,Male,38,1,0,2,0,0,44653.5,0
4580,CUS15711028,15711028,Nnachetam,534,France,Male,52,1,0,3,1,1,104035.41,1
4581,CUS15791842,15791842,Johnstone,478,France,Female,32,6,71187.24,1,1,1,110593.62,0
4582,CUS15746127,15746127,Hort,572,France,Female,47,2,0,2,1,0,36099.7,0
4583,CUS15663625,15663625,Johnson,501,France,Male,37,4,0,2,0,0,12470.3,0
4584,CUS15604891,15604891,Zaytseva,624,Spain,Female,38,8,0,2,1,0,95403.41,0
4585,CUS15589666,15589666,Sorokina,595,France,Female,39,9,136422.41,1,1,1,151757.81,0
4586,CUS15627881,15627881,Diehl,603,France,Male,30,8,0,2,1,1,47536.46,0
4587,CUS15664895,15664895,Onuchukwu,602,France,Female,25,0,0,2,1,1,101274.17,0
4588,CUS15676094,15676094,Osonduagwuike,500,France,Female,34,6,0,1,1,1,140268.45,0
4589,CUS15761720,15761720,Mead,422,France,Male,41,6,153238.88,1,1,0,11663.09,0
4590,CUS15611961,15611961,Stewart,615,France,Male,35,7,0,2,1,0,150784.29,0
4591,CUS15680167,15680167,Thomson,635,France,Female,78,6,47536.4,1,1,1,119400.08,0
4592,CUS15762543,15762543,Goliwe,711,France,Female,32,1,0,2,1,0,126188.42,0
4593,CUS15658475,15658475,Lori,834,France,Male,36,8,142882.49,1,1,0,89983.02,1
4594,CUS15779743,15779743,Onwuamaeze,633,France,Female,44,7,0,2,1,0,29761.29,0
4595,CUS15661532,15661532,Butusov,650,France,Female,31,1,160566.11,2,0,0,27073.81,0
4596,CUS15782360,15782360,Rogers,743,Germany,Male,65,2,131935.51,1,1,1,96399.67,1
4597,CUS15767908,15767908,Nicholson,567,France,Male,38,6,127678.8,2,0,0,45422.89,0
4598,CUS15677105,15677105,Rossi,706,Germany,Female,46,4,105214.58,1,1,0,108699.59,1
4599,CUS15641474,15641474,Hall,638,France,Male,46,9,139859.54,1,1,0,38967.29,0
4600,CUS15624451,15624451,Huddart,641,France,Female,38,3,0,2,1,0,116466.19,0
4601,CUS15577985,15577985,Chinomso,574,France,Female,34,5,112324.45,2,1,1,17993.43,0
4602,CUS15571666,15571666,Shaw,642,Germany,Male,30,8,134497.27,1,0,0,43250.54,0
4603,CUS15783691,15783691,Hargreaves,722,Spain,Female,35,1,120171.58,1,1,0,125240.8,0
4604,CUS15671172,15671172,Swain,623,France,Male,23,1,106012.2,2,0,1,191415.94,0
4605,CUS15731760,15731760,Butcher,681,France,Male,25,5,0,1,0,1,90860.97,0
4606,CUS15585599,15585599,Stone,530,France,Female,34,8,0,2,0,1,141872.52,0
4607,CUS15784958,15784958,Allan,797,France,Female,55,10,0,4,1,1,49418.87,1
4608,CUS15734524,15734524,Wang,653,France,Male,51,3,0,1,1,0,170426.65,1
4609,CUS15614103,15614103,Colombo,850,Germany,Male,42,8,119839.69,1,0,1,51016.02,1
4610,CUS15794895,15794895,McKay,581,Spain,Male,34,1,0,2,0,1,81175.25,0
4611,CUS15772381,15772381,Brient,589,Germany,Male,38,8,92219.21,1,1,0,99106.97,0
4612,CUS15710553,15710553,Yin,555,Germany,Male,48,3,142055.41,2,0,1,79134.78,0
4613,CUS15649292,15649292,Bellucci,748,France,Female,49,7,29602.08,1,0,0,163550.58,1
4614,CUS15792565,15792565,Duncan,745,France,Female,46,7,0,2,1,1,67769.94,0
4615,CUS15718245,15718245,Pirozzi,730,France,Male,34,1,0,2,1,1,126592.01,0
4616,CUS15703117,15703117,Findlay,565,France,Female,44,1,0,2,0,1,89602.81,0
4617,CUS15758136,15758136,King,778,France,Male,37,3,141803.77,1,0,1,179421.84,0
4618,CUS15799932,15799932,Iweobiegbunam,812,France,Male,24,10,0,2,1,1,156906.15,0
4619,CUS15633516,15633516,Tucker,526,France,Male,42,1,0,1,0,1,168486.02,0
4620,CUS15622532,15622532,Izmailova,708,France,Female,47,0,126589.12,2,0,1,132730.07,1
4621,CUS15798960,15798960,Meng,680,France,Male,33,2,108393.35,1,0,1,39057.67,0
4622,CUS15698664,15698664,Liang,567,Spain,Male,43,2,115643.58,2,0,0,174606.35,0
4623,CUS15703614,15703614,Hutchinson,564,Spain,Male,48,5,132876.23,1,1,0,79259.77,0
4624,CUS15699195,15699195,Shen,709,France,Female,24,3,110949.41,1,1,1,168515.61,0
4625,CUS15710543,15710543,Okwuoma,629,France,Male,46,1,130666.2,1,1,1,161125.67,1
4626,CUS15695499,15695499,Chinwemma,510,France,Female,45,10,103821.47,2,0,1,77878.62,0
4627,CUS15622321,15622321,Golubova,506,France,Female,32,3,0,1,1,1,80823.02,0
4628,CUS15715744,15715744,Schiavone,605,France,Male,39,7,0,1,0,1,119348.28,0
4629,CUS15788151,15788151,Moore,650,Spain,Male,32,1,132187.73,2,1,1,178331.36,0
4630,CUS15687153,15687153,Graham,850,Germany,Male,49,8,98649.55,1,1,0,119174.88,1
4631,CUS15684958,15684958,Amadi,489,Germany,Male,38,2,126444.08,2,1,1,82662.73,0
4632,CUS15706116,15706116,McKay,659,Germany,Female,30,8,154159.51,1,1,0,40441.1,0
4633,CUS15740557,15740557,Fedorova,753,France,Female,43,5,0,2,1,0,109881.71,0
4634,CUS15707291,15707291,Percy,477,Germany,Male,48,8,129250,2,1,1,157937.35,0
4635,CUS15583353,15583353,Floyd,610,Spain,Female,45,3,0,1,1,0,38276.84,1
4636,CUS15761024,15761024,Long,619,France,Female,33,2,167733.51,2,1,1,65222.48,0
4637,CUS15630709,15630709,Castiglione,619,Germany,Female,31,2,56116.3,2,0,0,2181.94,0
4638,CUS15639590,15639590,Melendez,758,France,Female,30,3,141581.08,1,1,0,156249.06,0
4639,CUS15659399,15659399,Mazzi,516,Germany,Male,50,7,139675.07,2,1,0,45591.23,0
4640,CUS15567078,15567078,Kovaleva,789,France,Female,27,8,66201.96,1,1,1,79458.12,0
4641,CUS15696373,15696373,Gill,687,France,Female,44,9,0,2,0,0,103042.2,1
4642,CUS15786617,15786617,Arcuri,485,Germany,Male,34,3,133658.24,1,1,0,70209.83,0
4643,CUS15657449,15657449,Chukwuma,446,Germany,Male,25,3,136202.78,1,1,0,176743.51,0
4644,CUS15672594,15672594,Stevenson,597,France,Female,60,0,131778.08,1,0,0,10703.53,1
4645,CUS15714240,15714240,Ponomarev,712,Spain,Male,74,5,0,2,0,0,151425.82,0
4646,CUS15782144,15782144,Gilroy,522,France,Female,34,3,0,2,1,1,3894.34,0
4647,CUS15665008,15665008,Sidorov,805,Germany,Female,26,8,42712.87,2,1,1,28861.69,0
4648,CUS15581733,15581733,Bates,781,France,Female,28,4,0,2,1,0,177703.15,0
4649,CUS15751392,15751392,Fanucci,689,Spain,Female,57,4,0,2,1,0,136649.8,1
4650,CUS15785815,15785815,Toscano,670,Germany,Male,31,1,142631.54,2,1,1,175894.24,0
4651,CUS15664214,15664214,Hearn,670,France,Male,33,2,141204.65,2,1,0,76257.46,0
4652,CUS15579996,15579996,Iroawuchi,524,Germany,Female,25,7,131402.21,1,0,0,193668.49,0
4653,CUS15675252,15675252,Martin,734,Spain,Female,39,3,92636.96,2,1,1,125671.29,0
4654,CUS15579617,15579617,Sinclair,489,France,Female,51,3,0,2,0,1,174098.28,1
4655,CUS15593976,15593976,Swanson,578,Germany,Female,31,5,102088.68,4,0,0,187866.21,1
4656,CUS15716041,15716041,Chinomso,622,Spain,Male,39,9,0,2,0,1,100862.36,0
4657,CUS15654489,15654489,Fomin,843,France,Female,38,8,134887.53,1,1,1,10804.04,0
4658,CUS15736302,15736302,McKay,687,France,Male,48,4,0,2,1,1,170893.85,0
4659,CUS15805909,15805909,Bergamaschi,700,Spain,Male,28,8,159900.38,1,0,0,22698.56,0
4660,CUS15572762,15572762,Matveyeva,410,Germany,Female,50,2,102278.79,2,1,0,89822.48,0
4661,CUS15724632,15724632,Madukaego,537,France,Female,41,0,0,2,0,1,175262.49,0
4662,CUS15670416,15670416,Ferri,780,France,Female,43,0,0,1,0,1,15705.27,0
4663,CUS15749528,15749528,Achebe,652,Spain,Male,58,6,0,2,0,1,170025.43,0
4664,CUS15578783,15578783,Mai,620,Germany,Male,35,0,76989.97,1,1,1,17242.79,0
4665,CUS15580719,15580719,Davis,697,France,Female,23,10,0,2,1,1,79734.23,0
4666,CUS15656293,15656293,Davey,786,France,Male,35,3,0,2,1,0,92712.97,0
4667,CUS15691875,15691875,Tsou,850,Germany,Female,39,5,114491.82,1,1,0,99689.48,0
4668,CUS15596870,15596870,Marino,749,Germany,Male,54,3,144768.94,1,1,0,93336.3,1
4669,CUS15780770,15780770,Kerr,445,France,Male,31,7,145056.59,1,1,1,175893.53,0
4670,CUS15751491,15751491,Hsiao,443,Germany,Male,50,3,117206.3,1,1,0,42840.18,1
4671,CUS15706200,15706200,Graham,637,Germany,Male,41,2,138014.4,2,1,0,140298.24,0
4672,CUS15808674,15808674,Ejikemeifeuwa,616,Germany,Female,45,6,128352.59,3,1,1,144000.59,1
4673,CUS15641411,15641411,Volkova,756,France,Female,23,1,112568.31,1,1,1,113408.11,0
4674,CUS15764661,15764661,Wang,644,France,Male,33,2,0,1,1,0,96420.58,0
4675,CUS15689492,15689492,Benjamin,850,Germany,Male,41,1,176958.46,2,0,1,125806.3,0
4676,CUS15602405,15602405,Ryrie,703,Germany,Female,38,9,99167.54,1,1,0,65720.92,0
4677,CUS15610271,15610271,Andreev,684,Spain,Female,42,3,103210.27,1,1,0,31002.03,0
4678,CUS15791780,15791780,Ts'ao,706,Germany,Female,48,10,104478.12,3,0,1,158248.71,1
4679,CUS15589147,15589147,Frolov,580,Spain,Male,61,8,125921.37,1,1,1,94677.83,0
4680,CUS15756975,15756975,Montemayor,777,Spain,Female,35,3,0,2,1,1,17257.72,0
4681,CUS15729582,15729582,Fu,676,Germany,Male,48,3,80697.44,1,0,0,101397.86,0
4682,CUS15742971,15742971,Whitehead,708,France,Female,44,2,161887.81,2,1,0,84870.23,0
4683,CUS15568046,15568046,Izuchukwu,809,France,Male,24,7,109558.36,1,1,0,183515.13,0
4684,CUS15694890,15694890,Lai,588,France,Male,38,1,124271.26,1,1,0,75969.19,0
4685,CUS15736963,15736963,Herring,623,France,Male,43,1,0,2,1,1,146379.3,0
4686,CUS15646490,15646490,Duffy,537,Spain,Male,42,1,190569.23,1,0,1,127154.8,0
4687,CUS15607314,15607314,Chiefo,536,Spain,Male,53,2,143923.96,1,1,0,2019.78,1
4688,CUS15576745,15576745,Fyodorov,769,France,Male,48,2,96542.16,2,0,1,197885.72,0
4689,CUS15669606,15669606,Chu,690,France,Male,33,5,0,2,1,0,138017.68,0
4690,CUS15737832,15737832,Robertson,771,Spain,Male,45,0,139825.56,1,0,0,170984.97,1
4691,CUS15681990,15681990,Palmerston,497,Germany,Male,24,6,111769.14,2,1,0,55859.27,0
4692,CUS15758050,15758050,Madukwe,622,Spain,Male,37,4,0,2,1,0,4459.5,0
4693,CUS15787848,15787848,Chinedum,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0
4694,CUS15713594,15713594,French,543,France,Female,32,7,147256.86,1,1,0,112771.95,0
4695,CUS15588186,15588186,Polyakov,520,Spain,Male,45,7,107023.03,1,1,0,32903.93,0
4696,CUS15786739,15786739,Clements,669,France,Male,37,1,125529.55,1,1,1,162260.93,0
4697,CUS15699467,15699467,Connor,631,Spain,Female,41,0,0,1,0,0,87959.83,0
4698,CUS15680706,15680706,Balashov,537,Germany,Male,48,4,131834.8,1,1,0,166476.95,1
4699,CUS15645717,15645717,Avdeeva,732,France,Male,62,2,0,2,1,1,25438.87,0
4700,CUS15748597,15748597,Chester,844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1
4701,CUS15773709,15773709,Hung,838,Spain,Male,35,0,0,2,0,1,197305.91,0
4702,CUS15629787,15629787,Tu,652,France,Male,27,10,107303.72,2,0,0,44435.76,0
4703,CUS15661007,15661007,Thompson,660,France,Male,33,0,72783.42,1,0,0,181051.99,0
4704,CUS15686812,15686812,Jones,692,Spain,Female,44,8,0,1,0,1,159069.37,0
4705,CUS15754113,15754113,Li,588,France,Female,35,0,0,2,1,1,155485.24,0
4706,CUS15749489,15749489,Denisova,533,Germany,Female,22,10,115743.6,1,0,0,43852.05,0
4707,CUS15574352,15574352,Clogstoun,850,France,Male,43,4,161256.53,1,1,1,140071.57,0
4708,CUS15701281,15701281,Tan,511,France,Male,27,8,0,2,1,1,49089.36,0
4709,CUS15811985,15811985,Power,530,Spain,Male,44,6,0,2,0,0,55893.37,0
4710,CUS15713505,15713505,Harriman,554,France,Male,31,1,0,2,0,1,192660.55,0
4711,CUS15685653,15685653,Benson,585,Germany,Female,40,3,162261.01,2,1,0,137028.51,0
4712,CUS15758831,15758831,Thornton,754,France,Male,39,3,74896.33,1,0,0,34430.16,0
4713,CUS15618774,15618774,White,474,France,Male,54,3,0,1,1,0,108409.17,1
4714,CUS15764448,15764448,Mackenzie,837,Germany,Male,35,0,144037.6,1,1,0,145325.32,0
4715,CUS15611024,15611024,Kalinina,567,France,Female,23,9,93522.2,1,0,1,81425.61,0
4716,CUS15738220,15738220,Bennet,800,Spain,Male,38,1,0,2,1,0,51553.43,0
4717,CUS15805764,15805764,Hallahan,646,France,Male,18,10,0,2,0,1,52795.15,0
4718,CUS15580487,15580487,Martin,627,Germany,Male,38,8,106922.92,2,0,1,84270.09,0
4719,CUS15675787,15675787,Rivera,505,France,Male,26,8,112972.57,1,1,0,145011.62,0
4720,CUS15583580,15583580,Chiawuotu,566,Germany,Female,35,1,123042,1,1,0,66245.44,1
4721,CUS15780654,15780654,Sergeyev,619,Germany,Female,33,3,100488.92,2,0,1,36446.74,0
4722,CUS15695034,15695034,Christie,757,France,Female,44,4,123322.15,1,1,0,137136.29,0
4723,CUS15805671,15805671,Louis,648,France,Male,32,0,0,1,0,1,117323.31,0
